home,away,close_time,pre_close_mid
MIN,WAS,2026-01-05 01:30:40.138487+00:00,0.805
OKC,PHX,2026-01-05 03:44:35.155626+00:00,0.765
MIL,SAC,2026-01-05 05:04:28.994566+00:00,0.695
MEM,LAL,2026-01-05 05:24:31.876997+00:00,0.665
NYK,DET,2026-01-06 02:40:29.216971+00:00,0.475
CHI,BOS,2026-01-06 02:50:06.156975+00:00,0.805
ATL,TOR,2026-01-06 03:04:42.933987+00:00,0.435
CHA,OKC,2026-01-06 03:40:13.083364+00:00,0.105
PHX,HOU,2026-01-06 03:50:20.942795+00:00,0.725
DEN,PHI,2026-01-06 04:24:31.049215+00:00,0.135
UTA,POR,2026-01-06 05:34:30.127152+00:00,0.665
GSW,LAC,2026-01-06 05:49:40.419233+00:00,0.595
CLE,IND,2026-01-07 02:34:34.298429+00:00,0.675
ORL,WAS,2026-01-07 02:40:29.078228+00:00,0.715
MIA,MIN,2026-01-07 03:34:31.431188+00:00,0.355
LAL,NOP,2026-01-07 03:40:22.813257+00:00,0.685
SAS,MEM,2026-01-07 03:54:31.222916+00:00,0.32
DAL,SAC,2026-01-07 06:49:59.938422+00:00,0.645
CHI,DET,2026-01-08 02:23:56.907887+00:00,0.215
WAS,PHI,2026-01-08 02:26:06.587823+00:00,0.865
DEN,BOS,2026-01-08 02:42:50.851344+00:00,0.745
TOR,CHA,2026-01-08 02:43:38.173809+00:00,0.455
LAC,NYK,2026-01-08 02:55:38.176353+00:00,0.365
NOP,ATL,2026-01-08 03:01:22.951955+00:00,0.795
ORL,BKN,2026-01-08 03:31:29.924644+00:00,0.465
PHX,MEM,2026-01-08 03:40:52.539277+00:00,0.315
UTA,OKC,2026-01-08 03:57:20.258395+00:00,0.895
LAL,SAS,2026-01-08 05:15:52.109972+00:00,0.275
MIL,GSW,2026-01-08 05:35:24.011955+00:00,0.685
HOU,POR,2026-01-08 05:47:19.393674+00:00,0.695
IND,CHA,2026-01-09 02:45:44.600553+00:00,0.625
CLE,MIN,2026-01-09 03:45:28.294383+00:00,0.425
DAL,UTA,2026-01-09 04:25:21.170631+00:00,0.625
TOR,BOS,2026-01-10 02:40:14.536914+00:00,0.785
NOP,WAS,2026-01-10 02:40:14.609821+00:00,0.555
PHI,ORL,2026-01-10 02:43:42.358721+00:00,0.41
LAC,BKN,2026-01-10 03:07:38.628550+00:00,0.345
OKC,MEM,2026-01-10 03:43:36.230784+00:00,0.345
ATL,DEN,2026-01-10 04:23:34.521946+00:00,0.525
NYK,PHX,2026-01-10 04:45:30.296751+00:00,0.515
SAC,GSW,2026-01-10 05:39:51.150823+00:00,0.855
HOU,POR,2026-01-10 05:41:27.280419+00:00,0.685
MIL,LAL,2026-01-10 06:00:00.053281+00:00,0.59
MIN,CLE,2026-01-10 20:43:33.823501+00:00,0.555
MIA,IND,2026-01-11 02:33:26.472279+00:00,0.315
DAL,CHI,2026-01-11 03:29:44.015097+00:00,0.575
SAS,BOS,2026-01-11 03:31:23.035506+00:00,0.495
LAC,DET,2026-01-11 03:39:43.590855+00:00,0.535
CHA,UTA,2026-01-11 04:59:52.949276+00:00,0.635
NOP,ORL,2026-01-11 22:43:48.769748+00:00,0.305
BKN,MEM,2026-01-11 23:09:53.209182+00:00,0.295
NYK,POR,2026-01-12 01:33:44.949840+00:00,0.655
PHI,TOR,2026-01-12 02:27:35.087598+00:00,0.545
MIA,OKC,2026-01-12 02:37:32.692517+00:00,0.145
SAS,MIN,2026-01-12 02:39:50.814538+00:00,0.555
WAS,PHX,2026-01-12 03:39:48.152059+00:00,0.865
MIL,DEN,2026-01-12 03:43:23.914228+00:00,0.435
ATL,GSW,2026-01-12 04:23:24.969322+00:00,0.315
HOU,SAC,2026-01-12 05:09:33.283024+00:00,0.855
UTA,CLE,2026-01-13 02:29:53.772131+00:00,0.815
BOS,IND,2026-01-13 02:55:31.164094+00:00,0.655
PHI,TOR,2026-01-13 03:05:21.980550+00:00,0.575
BKN,DAL,2026-01-13 04:01:24.453949+00:00,0.41
LAL,SAC,2026-01-13 05:35:21.005882+00:00,0.765
CHA,LAC,2026-01-13 05:53:27.756360+00:00,0.365
PHX,MIA,2026-01-14 03:21:34.958320+00:00,0.535
CHI,HOU,2026-01-14 03:35:39.992195+00:00,0.175
MIA,CHI,2026-01-14 03:38:24.841000+00:00,0.275
MIN,MIL,2026-01-14 03:41:25.519120+00:00,0.535
SAS,OKC,2026-01-14 03:47:25.174778+00:00,0.725
DEN,NOP,2026-01-14 03:55:26.512166+00:00,0.555
ATL,LAL,2026-01-14 05:57:21.602989+00:00,0.555
POR,GSW,2026-01-14 06:45:24.361864+00:00,0.795
TOR,IND,2026-01-15 02:37:34.699032+00:00,0.525
CLE,PHI,2026-01-15 02:39:52.513649+00:00,0.495
BKN,NOP,2026-01-15 03:39:43.774494+00:00,0.48
UTA,CHI,2026-01-15 03:41:23.645806+00:00,0.655
DEN,DAL,2026-01-15 05:13:27.438687+00:00,0.525
NYK,SAC,2026-01-15 05:51:22.249664+00:00,0.795
WAS,LAC,2026-01-15 06:11:25.531842+00:00,0.815
MEM,ORL,2026-01-15 21:51:32.542690+00:00,0.345
PHX,DET,2026-01-16 03:03:36.547292+00:00,0.705
OKC,HOU,2026-01-16 03:07:32.283368+00:00,0.395
BOS,MIA,2026-01-16 03:13:33.476011+00:00,0.575
MIL,SAS,2026-01-16 03:33:27.235539+00:00,0.305
UTA,DAL,2026-01-16 03:59:58.420473+00:00,0.555
ATL,POR,2026-01-16 05:35:23.561052+00:00,0.605
NYK,GSW,2026-01-16 05:57:27.990042+00:00,0.695
CHA,LAL,2026-01-16 06:05:23.038664+00:00,0.405
NOP,IND,2026-01-17 02:25:35.632726+00:00,0.625
CLE,PHI,2026-01-17 02:43:27.058217+00:00,0.445
CHI,BKN,2026-01-17 03:15:28.424736+00:00,0.505
LAC,TOR,2026-01-17 03:19:43.063043+00:00,0.445
MIN,HOU,2026-01-17 05:35:22.778558+00:00,0.605
WAS,SAC,2026-01-17 05:55:24.948223+00:00,0.695
UTA,DAL,2026-01-18 00:55:44.054409+00:00,0.585
BOS,ATL,2026-01-18 02:57:43.353456+00:00,0.405
IND,DET,2026-01-18 03:05:33.711352+00:00,0.865
PHX,NYK,2026-01-18 03:23:31.852572+00:00,0.505
OKC,MIA,2026-01-18 03:49:52.934320+00:00,0.205
MIN,SAS,2026-01-18 03:53:24.157012+00:00,0.395
CHA,GSW,2026-01-18 04:07:30.616465+00:00,0.28
WAS,DEN,2026-01-18 04:45:24.716717+00:00,0.815
LAL,POR,2026-01-18 05:53:23.130406+00:00,0.425
ORL,MEM,2026-01-18 19:37:25.702757+00:00,0.395
BKN,CHI,2026-01-19 02:21:30.308134+00:00,0.315
NOP,HOU,2026-01-19 02:25:29.374455+00:00,0.865
CHA,DEN,2026-01-19 03:27:28.839735+00:00,0.515
POR,SAC,2026-01-19 04:39:46.187215+00:00,0.475
TOR,LAL,2026-01-19 05:00:41.296048+00:00,0.56
MIL,ATL,2026-01-19 20:48:07.704657+00:00,0.545
OKC,CLE,2026-01-19 22:19:57.212501+00:00,0.335
LAC,WAS,2026-01-19 22:41:35.751765+00:00,0.725
UTA,SAS,2026-01-20 00:43:29.695489+00:00,0.885
DAL,NYK,2026-01-20 00:47:29.077595+00:00,0.185
IND,PHI,2026-01-20 02:35:26.792137+00:00,0.335
PHX,BKN,2026-01-20 03:05:22.809718+00:00,0.225
BOS,DET,2026-01-20 04:09:38.625140+00:00,0.445
MIA,GSW,2026-01-20 05:43:23.731919+00:00,0.635
PHX,PHI,2026-01-21 02:51:35.998975+00:00,0.455
LAC,CHI,2026-01-21 03:27:27.742810+00:00,0.565
SAS,HOU,2026-01-21 04:03:30.135573+00:00,0.615
MIN,UTA,2026-01-21 04:45:25.889439+00:00,0.855
MIA,SAC,2026-01-21 05:31:26.562085+00:00,0.615
LAL,DEN,2026-01-21 05:43:24.983027+00:00,0.425
TOR,GSW,2026-01-21 05:55:23.348984+00:00,0.605
CLE,CHA,2026-01-22 03:00:23.489849+00:00,0.405
BKN,NYK,2026-01-22 03:03:30.818995+00:00,0.165
IND,BOS,2026-01-22 03:07:25.057957+00:00,0.795
DET,NOP,2026-01-22 03:31:28.502537+00:00,0.725
ATL,MEM,2026-01-22 03:45:27.272880+00:00,0.485
OKC,MIL,2026-01-22 05:17:24.346651+00:00,0.185
TOR,SAC,2026-01-22 05:43:21.969690+00:00,0.36
CHA,ORL,2026-01-23 02:39:57.664698+00:00,0.375
DEN,WAS,2026-01-23 02:39:59.267766+00:00,0.695
HOU,PHI,2026-01-23 03:01:30.863830+00:00,0.545
GSW,DAL,2026-01-23 03:33:28.391327+00:00,0.325
CHI,MIN,2026-01-23 03:39:40.743328+00:00,0.235
SAS,UTA,2026-01-23 04:41:25.867769+00:00,0.825
MIA,POR,2026-01-23 05:33:26.380251+00:00,0.405
LAL,LAC,2026-01-23 05:49:38.685756+00:00,0.555
PHX,ATL,2026-01-24 02:51:35.393866+00:00,0.425
HOU,DET,2026-01-24 02:57:37.172447+00:00,0.615
SAC,CLE,2026-01-24 03:09:46.149888+00:00,0.825
BOS,BKN,2026-01-24 03:45:28.102390+00:00,0.245
IND,OKC,2026-01-24 03:49:41.509949+00:00,0.115
NOP,MEM,2026-01-24 03:51:25.330852+00:00,0.655
DEN,MIL,2026-01-24 05:25:25.331160+00:00,0.275
TOR,POR,2026-01-24 05:31:24.090541+00:00,0.405
WAS,CHA,2026-01-24 19:35:24.158611+00:00,0.815
NYK,PHI,2026-01-24 23:07:26.704418+00:00,0.505
CLE,ORL,2026-01-25 02:49:45.236842+00:00,0.495
BOS,CHI,2026-01-25 03:33:25.314961+00:00,0.585
LAL,DAL,2026-01-25 04:21:24.946181+00:00,0.385
MIA,UTA,2026-01-25 05:19:36.956191+00:00,0.685
SAC,DET,2026-01-25 23:00:31.708095+00:00,0.845
GSW,MIN,2026-01-26 01:01:32.405378+00:00,0.355
NOP,SAS,2026-01-26 02:33:33.865893+00:00,0.185
TOR,OKC,2026-01-26 03:01:29.197747+00:00,0.815
MIA,PHX,2026-01-26 03:57:24.467434+00:00,0.365
BKN,LAC,2026-01-26 04:30:29.903750+00:00,0.195
IND,ATL,2026-01-26 21:01:03.942239+00:00,0.655
PHI,CHA,2026-01-26 22:53:39.013771+00:00,0.535
ORL,CLE,2026-01-27 02:55:32.215734+00:00,0.665
LAL,CHI,2026-01-27 03:30:19.635729+00:00,0.475
MEM,HOU,2026-01-27 03:35:28.839424+00:00,0.815
POR,BOS,2026-01-27 04:00:29.685444+00:00,0.755
GSW,MIN,2026-01-27 05:05:27.039639+00:00,0.285
POR,WAS,2026-01-28 02:42:16.681661+00:00,0.685
SAC,NYK,2026-01-28 03:00:31.768321+00:00,0.865
NOP,OKC,2026-01-28 03:37:30.908777+00:00,0.135
MIL,PHI,2026-01-28 03:39:45.039459+00:00,0.235
DET,DEN,2026-01-28 04:33:25.081038+00:00,0.305
BKN,PHX,2026-01-28 05:05:32.458423+00:00,0.265
LAC,UTA,2026-01-28 05:39:40.423537+00:00,0.745
CHI,IND,2026-01-29 02:35:49.440066+00:00,0.545
LAL,CLE,2026-01-29 02:40:01.846438+00:00,0.605
ATL,BOS,2026-01-29 03:00:34.762605+00:00,0.345
NYK,TOR,2026-01-29 03:05:37.143018+00:00,0.445
ORL,MIA,2026-01-29 03:11:38.541091+00:00,0.585
CHA,MEM,2026-01-29 03:31:38.729582+00:00,0.545
MIN,DAL,2026-01-29 04:03:30.102761+00:00,0.255
GSW,UTA,2026-01-29 04:43:25.166492+00:00,0.725
SAS,HOU,2026-01-29 05:15:22.226497+00:00,0.565
SAC,PHI,2026-01-30 02:50:13+00:00,0.805
MIL,WAS,2026-01-30 02:55:47+00:00,0.555
HOU,ATL,2026-01-30 03:30:19+00:00,0.32
MIA,CHI,2026-01-30 03:45:42+00:00,0.455
CHA,DAL,2026-01-30 04:33:33+00:00,0.575
BKN,DEN,2026-01-30 04:41:28+00:00,0.295
DET,PHX,2026-01-30 04:47:38+00:00,0.595
OKC,MIN,2026-01-30 05:15:25+00:00,0.365
LAL,WAS,2026-01-31 02:23:45+00:00,0.795
SAC,BOS,2026-01-31 02:55:39+00:00,0.815
MEM,NOP,2026-01-31 03:07:38+00:00,0.425
POR,NYK,2026-01-31 03:11:31+00:00,0.685
TOR,ORL,2026-01-31 03:37:28+00:00,0.555
LAC,DEN,2026-01-31 04:37:29+00:00,0.435
CLE,PHX,2026-01-31 04:40:14+00:00,0.545
BKN,UTA,2026-01-31 05:09:52+00:00,0.415
DET,GSW,2026-01-31 06:11:22+00:00,0.455
SAS,CHA,2026-01-31 19:47:32+00:00,0.395
ATL,IND,2026-02-01 02:37:28+00:00,0.535
NOP,PHI,2026-02-01 03:01:06+00:00,0.335
MIN,MEM,2026-02-01 03:27:27+00:00,0.195
CHI,MIA,2026-02-01 04:00:17+00:00,0.345
DAL,HOU,2026-02-01 04:10:05+00:00,0.215
MIL,BOS,2026-02-01 23:15:48+00:00,0.845
BKN,DET,2026-02-02 01:33:43+00:00,0.155
CHI,MIA,2026-02-02 01:35:44+00:00,0.365
SAC,WAS,2026-02-02 01:39:58+00:00,0.535
UTA,TOR,2026-02-02 01:57:35+00:00,0.785
LAL,NYK,2026-02-02 02:30:38+00:00,0.37
LAC,PHX,2026-02-02 03:50:19+00:00,0.425
CLE,POR,2026-02-02 04:25:27+00:00,0.545
ORL,SAS,2026-02-02 04:39:50+00:00,0.405
OKC,DEN,2026-02-02 05:10:00+00:00,0.325
DEN,MEM,2026-02-02 18:53:37+00:00,0.485
DAL,MIL,2026-02-02 20:39:47+00:00,0.46
NOP,CHA,2026-02-02 22:35:26+00:00,0.705
HOU,IND,2026-02-03 02:47:24+00:00,0.705
MIN,MEM,2026-02-03 03:43:23+00:00,0.275
PHI,LAC,2026-02-03 05:40:26+00:00,0.495
UTA,IND,2026-02-04 02:28:06+00:00,0.435
NYK,WAS,2026-02-04 02:47:49+00:00,0.835
DEN,DET,2026-02-04 03:00:58+00:00,0.355
LAL,BKN,2026-02-04 03:10:37+00:00,0.255
CHI,MIL,2026-02-04 03:35:29+00:00,0.525
ORL,OKC,2026-02-04 03:40:27+00:00,0.785
BOS,DAL,2026-02-04 03:43:26+00:00,0.705
ATL,MIA,2026-02-04 03:57:25+00:00,0.475
PHI,GSW,2026-02-04 05:33:26+00:00,0.635
PHX,POR,2026-02-04 06:51:29+00:00,0.595
MIN,TOR,2026-02-05 03:17:36+00:00,0.575
DEN,NYK,2026-02-05 03:25:34+00:00,0.375
BOS,HOU,2026-02-05 03:35:31+00:00,0.31
NOP,MIL,2026-02-05 04:00:41+00:00,0.375
OKC,SAS,2026-02-05 05:10:31+00:00,0.225
MEM,SAC,2026-02-05 05:57:28+00:00,0.48
CLE,LAC,2026-02-05 06:00:39+00:00,0.585
WAS,DET,2026-02-06 02:45:39+00:00,0.885
BKN,ORL,2026-02-06 02:53:32+00:00,0.225
CHI,TOR,2026-02-06 03:03:34+00:00,0.265
UTA,ATL,2026-02-06 03:05:31+00:00,0.745
CHA,HOU,2026-02-06 03:50:28+00:00,0.385
SAS,DAL,2026-02-06 04:05:28+00:00,0.265
GSW,PHX,2026-02-06 05:35:24+00:00,0.345
PHI,LAL,2026-02-06 05:57:25+00:00,0.575
NYK,DET,2026-02-07 03:15:34+00:00,0.665
MIA,BOS,2026-02-07 03:15:35+00:00,0.675
IND,MIL,2026-02-07 03:30:20+00:00,0.525
NOP,MIN,2026-02-07 03:33:27+00:00,0.755
MEM,POR,2026-02-07 05:31:33+00:00,0.285
LAC,SAC,2026-02-07 05:51:22+00:00,0.605
WAS,BKN,2026-02-07 22:32:04+00:00,0.675
HOU,OKC,2026-02-07 23:23:48+00:00,0.395
DAL,SAS,2026-02-08 01:41:42+00:00,0.215
UTA,ORL,2026-02-08 02:45:43+00:00,0.715
CHA,ATL,2026-02-08 03:13:32+00:00,0.465
DEN,CHI,2026-02-08 03:40:26+00:00,0.275
GSW,LAL,2026-02-08 04:15:31+00:00,0.465
PHI,PHX,2026-02-08 05:05:25+00:00,0.455
MEM,POR,2026-02-08 05:29:52+00:00,0.275
CLE,SAC,2026-02-08 05:35:27+00:00,0.855
NYK,BOS,2026-02-08 20:10:50+00:00,0.605
MIA,WAS,2026-02-08 21:35:28+00:00,0.865
IND,TOR,2026-02-08 22:45:27+00:00,0.225
LAC,MIN,2026-02-08 22:45:28+00:00,0.245
DET,CHA,2026-02-10 02:53:51+00:00,0.425
MIL,ORL,2026-02-10 03:13:44+00:00,0.225
CHI,BKN,2026-02-10 03:17:43+00:00,0.425
UTA,MIA,2026-02-10 03:25:36+00:00,0.695
SAC,NOP,2026-02-10 03:43:32+00:00,0.775
ATL,MIN,2026-02-10 03:45:38+00:00,0.225
CLE,DEN,2026-02-10 04:50:31+00:00,0.465
PHI,POR,2026-02-10 05:57:26+00:00,0.535
MEM,GSW,2026-02-10 05:57:26+00:00,0.765
OKC,LAL,2026-02-10 06:00:37+00:00,0.315
IND,NYK,2026-02-11 03:35:29+00:00,0.175
LAC,HOU,2026-02-11 03:40:17+00:00,0.745
DAL,PHX,2026-02-11 04:27:27+00:00,0.265
SAS,LAL,2026-02-11 06:03:27+00:00,0.155
MIL,ORL,2026-02-12 02:41:33+00:00,0.195
ATL,CHA,2026-02-12 02:44:03+00:00,0.455
CHI,BOS,2026-02-12 02:54:01+00:00,0.855
WAS,CLE,2026-02-12 02:58:04+00:00,0.895
IND,BKN,2026-02-12 03:08:00+00:00,0.675
NYK,PHI,2026-02-12 03:10:37+00:00,0.565
DET,TOR,2026-02-12 03:20:35+00:00,0.485
MIA,NOP,2026-02-12 03:37:49+00:00,0.475
POR,MIN,2026-02-12 03:41:52+00:00,0.735
LAC,HOU,2026-02-12 03:47:41+00:00,0.745
SAC,UTA,2026-02-12 04:27:39+00:00,0.345
OKC,PHX,2026-02-12 04:40:45+00:00,0.715
MEM,DEN,2026-02-12 04:43:32+00:00,0.845
SAS,GSW,2026-02-12 05:57:33+00:00,0.335
MIL,OKC,2026-02-13 03:01:29+00:00,0.175
POR,UTA,2026-02-13 04:41:28+00:00,0.685
DAL,LAL,2026-02-13 05:37:28+00:00,0.305
BKN,CLE,2026-02-20 02:31:05+00:00,0.115
HOU,CHA,2026-02-20 02:34:39+00:00,0.375
ATL,PHI,2026-02-20 02:50:45+00:00,0.485
IND,WAS,2026-02-20 02:50:47+00:00,0.545
DET,NYK,2026-02-20 03:16:45+00:00,0.405
TOR,CHI,2026-02-20 03:44:27+00:00,0.325
PHX,SAS,2026-02-20 03:56:24+00:00,0.275
BOS,GSW,2026-02-20 05:42:22+00:00,0.675
ORL,SAC,2026-02-20 05:44:20+00:00,0.755
DEN,LAC,2026-02-20 06:22:08+00:00,0.625
IND,WAS,2026-02-21 02:34:54+00:00,0.475
UTA,MEM,2026-02-21 02:36:48+00:00,0.565
CLE,CHA,2026-02-21 02:44:50+00:00,0.345
MIA,ATL,2026-02-21 02:58:36+00:00,0.425
DAL,MIN,2026-02-21 03:20:45+00:00,0.135
MIL,NOP,2026-02-21 03:23:34+00:00,0.385
DEN,POR,2026-02-21 05:46:19+00:00,0.485
LAC,LAL,2026-02-21 05:52:20+00:00,0.325
ORL,PHX,2026-02-22 01:16:22+00:00,0.405
PHI,NOP,2026-02-22 02:46:19+00:00,0.395
DET,CHI,2026-02-22 03:30:36+00:00,0.175
MEM,MIA,2026-02-22 03:44:18+00:00,0.175
HOU,NYK,2026-02-22 04:24:05+00:00,0.395
CLE,OKC,2026-02-22 20:48:38+00:00,0.625
BKN,ATL,2026-02-22 23:12:44+00:00,0.785
TOR,MIL,2026-02-22 23:18:30+00:00,0.415
DEN,GSW,2026-02-22 23:22:34+00:00,0.695
DAL,IND,2026-02-23 00:36:30+00:00,0.5
CHA,WAS,2026-02-23 01:30:48+00:00,0.835
BOS,LAL,2026-02-23 02:04:30+00:00,0.515
PHI,MIN,2026-02-23 02:36:15+00:00,0.76
POR,PHX,2026-02-23 03:24:23+00:00,0.435
NYK,CHI,2026-02-23 03:50:28+00:00,0.205
ORL,LAC,2026-02-23 04:50:23+00:00,0.635
SAS,DET,2026-02-24 03:12:23+00:00,0.525
SAC,MEM,2026-02-24 03:42:29+00:00,0.565
UTA,HOU,2026-02-24 05:01:05+00:00,0.875
PHI,IND,2026-02-25 02:38:48+00:00,0.185
OKC,TOR,2026-02-25 03:12:53+00:00,0.435
NYK,CLE,2026-02-25 03:20:59+00:00,0.615
CHA,CHI,2026-02-25 03:22:44+00:00,0.745
MIA,MIL,2026-02-25 03:40:53+00:00,0.675
DAL,BKN,2026-02-25 03:43:03+00:00,0.465
WAS,ATL,2026-02-25 03:44:24+00:00,0.855
GSW,NOP,2026-02-25 03:48:29+00:00,0.525
BOS,PHX,2026-02-25 04:20:37+00:00,0.675
MIN,POR,2026-02-25 05:54:15+00:00,0.685
ORL,LAL,2026-02-25 06:16:21+00:00,0.685
GSW,MEM,2026-02-26 03:06:31+00:00,0.625
SAS,TOR,2026-02-26 03:18:30+00:00,0.665
OKC,DET,2026-02-26 03:20:34+00:00,0.785
CLE,MIL,2026-02-26 03:36:22+00:00,0.605
SAC,HOU,2026-02-26 03:54:17+00:00,0.875
BOS,DEN,2026-02-26 05:46:09+00:00,0.435
CHA,IND,2026-02-27 02:36:07+00:00,0.86
MIA,PHI,2026-02-27 02:40:27+00:00,0.415
WAS,ATL,2026-02-27 02:56:00+00:00,0.815
SAS,BKN,2026-02-27 03:00:43+00:00,0.175
HOU,ORL,2026-02-27 03:20:23+00:00,0.565
POR,CHI,2026-02-27 03:40:23+00:00,0.38
SAC,DAL,2026-02-27 04:03:47+00:00,0.745
LAL,PHX,2026-02-27 04:41:45+00:00,0.665
NOP,UTA,2026-02-27 04:43:46+00:00,0.685
MIN,LAC,2026-02-27 05:57:44+00:00,0.255
NYK,MIL,2026-02-28 03:32:04+00:00,0.275
CLE,DET,2026-02-28 03:35:31+00:00,0.245
MEM,DAL,2026-02-28 04:05:54+00:00,0.645
DEN,OKC,2026-02-28 05:44:21+00:00,0.305
POR,CHA,2026-02-28 20:46:01+00:00,0.735
HOU,MIA,2026-02-28 23:27:56+00:00,0.565
TOR,WAS,2026-03-01 02:41:54+00:00,0.875
LAL,GSW,2026-03-01 03:57:04+00:00,0.405
NOP,UTA,2026-03-01 05:17:48+00:00,0.68
SAS,NYK,2026-03-01 20:56:12+00:00,0.495
MIL,CHI,2026-03-01 23:32:10+00:00,0.435
CLE,BKN,2026-03-01 23:36:07+00:00,0.145
MIN,DEN,2026-03-01 23:41:13+00:00,0.575
MEM,IND,2026-03-02 01:01:09+00:00,0.495
POR,ATL,2026-03-02 01:30:59+00:00,0.675
DET,ORL,2026-03-02 01:37:52+00:00,0.655
OKC,DAL,2026-03-02 03:43:54+00:00,0.105
PHI,BOS,2026-03-02 03:45:59+00:00,0.765
NOP,LAC,2026-03-02 04:47:48+00:00,0.735
SAC,LAL,2026-03-02 05:03:50+00:00,0.865
HOU,WAS,2026-03-03 02:46:02+00:00,0.885
BOS,MIL,2026-03-03 02:50:38+00:00,0.565
DEN,UTA,2026-03-03 05:01:32+00:00,0.835
LAC,GSW,2026-03-03 05:37:23+00:00,0.485
DET,CLE,2026-03-04 02:38:05+00:00,0.435
DAL,CHA,2026-03-04 02:44:15+00:00,0.855
NYK,TOR,2026-03-04 03:08:02+00:00,0.565
BKN,MIA,2026-03-04 03:11:20+00:00,0.145
OKC,CHI,2026-03-04 03:33:59+00:00,0.225
MEM,MIN,2026-03-04 03:40:51+00:00,0.145
SAS,PHI,2026-03-04 04:01:10+00:00,0.265
NOP,LAL,2026-03-04 06:15:53+00:00,0.745
PHX,SAC,2026-03-04 06:45:47+00:00,0.775
